利用日,顧客番号,用途,利用金額
2020-01-03,10245,宿泊施設,17424
2020-01-03,17879,航空会社,39204
2020-01-03,18915,通信販売,28900
2020-01-03,13787,飲食店,26896
2020-01-03,13787,百貨店,8281
2020-01-03,12090,宿泊施設,49729
2020-01-03,14202,ETC,26896
2020-01-03,14202,宿泊施設,77284
2020-01-03,11792,宿泊施設,36481
2020-01-03,17874,宿泊施設,28561
2020-01-03,16590,ETC,19881
2020-01-03,16590,宿泊施設,71824
2020-01-03,11657,旅行代理店,99225
2020-01-03,12405,通信販売,52900
2020-01-03,18078,飲食店,1936
2020-01-03,18078,百貨店,4225
2020-01-03,11634,通信販売,38809
2020-01-03,10393,ETC,65536
2020-01-03,14358,航空会社,51529
2020-01-03,18278,航空会社,52900
2020-01-03,16973,飲食店,25921
2020-01-03,16973,百貨店,100489
2020-01-03,17925,通信販売,13924
2020-01-03,11917,航空会社,103684
2020-01-03,14817,宿泊施設,5041
2020-01-03,17468,旅行代理店,93025
2020-01-03,11185,ETC,55225
2020-01-03,11185,宿泊施設,97969
2020-01-03,13927,百貨店,21025
2020-01-03,12698,旅行代理店,54756
2020-01-03,15285,百貨店,13225
2020-01-03,15642,百貨店,22801
2020-01-03,10384,旅行代理店,69696
2020-01-03,16060,飲食店,50176
2020-01-03,16060,百貨店,20449
2020-01-03,14597,宿泊施設,1849
2020-01-03,14796,通信販売,5041
2020-01-03,16153,旅行代理店,78400
2020-01-03,18827,航空会社,2601
2020-01-03,14719,飲食店,56169
2020-01-03,14719,百貨店,66564
2020-01-03,15130,旅行代理店,58564
2020-01-03,14752,百貨店,6400
2020-01-03,18869,宿泊施設,22500
2020-01-03,11496,ETC,36100
2020-01-03,11496,宿泊施設,87616
2020-01-03,18375,ETC,29929
2020-01-03,17644,ETC,10000
2020-01-03,17644,宿泊施設,46656
2020-01-03,15419,通信販売,7569
2020-01-03,18293,飲食店,3721
2020-01-03,17780,旅行代理店,24336
2020-01-03,10154,ETC,21025
2020-01-03,10154,宿泊施設,26244
2020-01-03,17246,宿泊施設,40000
2020-01-03,17954,航空会社,1444
2020-01-03,12383,ETC,7396
2020-01-03,17528,ETC,22500
2020-01-03,17528,宿泊施設,27556
2020-01-04,11981,航空会社,103041
2020-01-04,11043,航空会社,26244
2020-01-04,18785,飲食店,50176
2020-01-04,17008,ETC,68121
2020-01-04,14305,航空会社,88804
2020-01-04,15545,ETC,3481
2020-01-04,15545,宿泊施設,2916
2020-01-04,12002,ETC,15876
2020-01-04,18148,航空会社,9801
2020-01-04,17494,飲食店,3249
2020-01-04,18865,飲食店,2209
2020-01-04,18865,百貨店,108900
2020-01-04,14043,ETC,26569
2020-01-04,10658,飲食店,99856
2020-01-04,18680,百貨店,11236
2020-01-04,18346,航空会社,52441
2020-01-04,15822,通信販売,91204
2020-01-04,16262,ETC,99856
2020-01-04,16262,宿泊施設,62500
2020-01-04,17581,旅行代理店,50176
2020-01-04,16416,旅行代理店,20164
2020-01-04,12218,宿泊施設,15129
2020-01-04,10083,宿泊施設,9216
2020-01-04,13194,ETC,88209
2020-01-04,13194,宿泊施設,37636
2020-01-04,18267,旅行代理店,23409
2020-01-04,13372,航空会社,1225
2020-01-04,10758,ETC,18496
2020-01-04,10758,宿泊施設,7744
2020-01-04,11467,宿泊施設,76729
2020-01-04,17042,飲食店,25600
2020-01-04,10478,飲食店,8464
2020-01-04,11437,ETC,6084
2020-01-04,17527,飲食店,12769
2020-01-04,17527,百貨店,40804
2020-01-04,11445,ETC,76176
2020-01-04,11445,宿泊施設,33856
2020-01-04,10044,通信販売,7921
2020-01-04,10944,百貨店,101761
2020-01-04,13310,百貨店,85264
2020-01-04,15609,通信販売,58564
2020-01-04,15744,宿泊施設,40000
2020-01-04,15868,飲食店,31329
2020-01-04,10440,飲食店,21904
2020-01-04,10440,百貨店,66049
2020-01-04,15579,通信販売,62500
2020-01-04,10685,飲食店,35344
2020-01-04,10685,百貨店,2116
2020-01-04,10086,旅行代理店,28561
2020-01-04,11925,ETC,48400
2020-01-04,18599,通信販売,31684
2020-01-04,17222,飲食店,16384
2020-01-04,17222,百貨店,8649
2020-01-04,14439,旅行代理店,11236
2020-01-04,13769,飲食店,54756
2020-01-04,13769,百貨店,5776
2020-01-04,17907,百貨店,66049
2020-01-04,15549,航空会社,6889
2020-01-04,14341,通信販売,47961
2020-01-04,15837,旅行代理店,3364
2020-01-04,18690,航空会社,20449
2020-01-04,10344,宿泊施設,5625
2020-01-04,13201,航空会社,3600
2020-01-04,16170,百貨店,20736
2020-01-04,13967,百貨店,2025
2020-01-04,11794,ETC,2809
2020-01-04,11794,宿泊施設,58081
2020-01-04,18029,ETC,46656
2020-01-04,18029,宿泊施設,34596
2020-01-04,14751,飲食店,5041
2020-01-04,14751,百貨店,35344
2020-01-04,13268,航空会社,108241
2020-01-04,12225,旅行代理店,43264
2020-01-04,12613,航空会社,54289
2020-01-04,18575,飲食店,2809
2020-01-04,18575,百貨店,2209
2020-01-04,16297,ETC,88804
2020-01-04,16297,宿泊施設,52441
2020-01-04,12052,百貨店,13456
2020-01-04,17082,航空会社,29241
2020-01-04,15597,飲食店,108900
2020-01-04,10633,宿泊施設,15129
2020-01-04,14254,航空会社,45369
2020-01-04,18445,航空会社,20164
2020-01-04,18460,航空会社,13689
2020-01-04,17379,百貨店,961
2020-01-04,10600,通信販売,34596
2020-01-04,12583,飲食店,39601
2020-01-04,12583,百貨店,14884
2020-01-04,18307,飲食店,1764
2020-01-04,16383,ETC,1089
2020-01-04,16383,宿泊施設,32400
2020-01-04,16593,宿泊施設,49729
2020-01-04,10853,百貨店,1089
2020-01-04,12037,ETC,55696
2020-01-04,12037,宿泊施設,13924
2020-01-04,12797,航空会社,16129
2020-01-04,10633,宿泊施設,4489
2020-01-04,12120,航空会社,102400
2020-01-04,11982,通信販売,11664
2020-01-04,14141,飲食店,19321
2020-01-04,14141,百貨店,39601
2020-01-04,13001,ETC,51076
2020-01-04,13001,宿泊施設,25921
2020-01-04,13366,飲食店,60516
2020-01-04,13366,百貨店,43681
2020-01-04,13141,宿泊施設,4489
2020-01-04,12823,飲食店,75076
2020-01-04,13220,旅行代理店,22201
2020-01-04,14529,航空会社,62500
2020-01-04,10164,百貨店,3025
2020-01-04,13206,百貨店,7225
2020-01-04,14797,航空会社,73984
2020-01-04,14550,百貨店,108241
2020-01-04,16485,ETC,1764
2020-01-04,14792,ETC,2809
2020-01-04,17654,宿泊施設,2025
2020-01-04,14697,宿泊施設,2304
2020-01-04,18743,ETC,30976
2020-01-04,18743,宿泊施設,77284
2020-01-04,13044,ETC,21316
2020-01-04,13044,宿泊施設,13924
2020-01-04,15989,航空会社,94864
2020-01-04,16804,航空会社,9604
2020-01-05,11040,旅行代理店,8100
2020-01-05,11299,ETC,70756
2020-01-05,11299,宿泊施設,69696
2020-01-05,14738,通信販売,22201
2020-01-05,18432,百貨店,1600
2020-01-05,17182,通信販売,50625
2020-01-05,12822,航空会社,21904
2020-01-05,10216,飲食店,7569
2020-01-05,10853,通信販売,77284
2020-01-05,16723,百貨店,1936
2020-01-05,10603,旅行代理店,11664
2020-01-05,15537,旅行代理店,59049
2020-01-05,13509,ETC,42849
2020-01-05,13509,宿泊施設,73984
2020-01-05,16279,宿泊施設,20164
2020-01-05,16924,飲食店,20736
2020-01-05,16924,百貨店,11236
2020-01-05,18466,宿泊施設,29584
2020-01-05,13421,ETC,17424
2020-01-05,13421,宿泊施設,77284
2020-01-05,16766,百貨店,47961
2020-01-05,13100,ETC,1369
2020-01-05,17347,百貨店,105625
2020-01-05,12225,百貨店,1764
2020-01-05,17167,通信販売,91809
2020-01-05,17880,宿泊施設,10609
2020-01-05,11601,百貨店,23409
2020-01-05,16727,通信販売,2025
2020-01-05,16215,航空会社,32761
2020-01-05,15053,ETC,85849
2020-01-05,15053,宿泊施設,28561
2020-01-05,13459,航空会社,19321
2020-01-05,17255,飲食店,66564
2020-01-05,10880,ETC,3481
2020-01-05,11970,ETC,5329
2020-01-05,11970,宿泊施設,106929
2020-01-05,12520,通信販売,57600
2020-01-05,18580,飲食店,81796
2020-01-05,18580,百貨店,6889
2020-01-05,12957,航空会社,16641
2020-01-05,13024,宿泊施設,12996
2020-01-05,10459,航空会社,70225
2020-01-05,15288,航空会社,4225
2020-01-05,17382,ETC,1849
2020-01-05,18477,飲食店,1521
2020-01-05,18477,百貨店,1369
2020-01-05,14383,百貨店,15376
2020-01-05,11041,航空会社,88209
2020-01-05,14644,旅行代理店,96100
2020-01-05,13947,宿泊施設,63504
2020-01-05,13227,飲食店,65536
2020-01-05,13227,百貨店,77284
2020-01-05,11451,飲食店,85264
2020-01-05,16269,ETC,26244
2020-01-05,11938,通信販売,67081
2020-01-05,18415,航空会社,48841
2020-01-05,16326,飲食店,96100
2020-01-05,17663,通信販売,36481
2020-01-05,15626,宿泊施設,1296
2020-01-05,18575,通信販売,77841
2020-01-05,12641,通信販売,86436
2020-01-05,18598,宿泊施設,88804
2020-01-05,17085,通信販売,8100
2020-01-05,12300,ETC,16384
2020-01-05,16402,航空会社,2500
2020-01-05,17181,百貨店,90000
2020-01-05,16434,飲食店,3721
2020-01-05,17534,飲食店,37249
2020-01-05,11331,旅行代理店,39204
2020-01-05,10211,ETC,104329
2020-01-05,10211,宿泊施設,38025
2020-01-05,15031,ETC,16900
2020-01-05,15031,宿泊施設,9216
2020-01-05,13202,ETC,69169
2020-01-05,13202,宿泊施設,8281
2020-01-05,18277,旅行代理店,1764
2020-01-05,12923,旅行代理店,108241
2020-01-05,13242,ETC,41209
2020-01-05,15651,ETC,63001
2020-01-05,15651,宿泊施設,37636
2020-01-05,12268,航空会社,29241
2020-01-05,16325,航空会社,23409
2020-01-05,11687,航空会社,4096
2020-01-05,10989,飲食店,11664
2020-01-05,10989,百貨店,12321
2020-01-05,13852,飲食店,85264
2020-01-05,13852,百貨店,75076
2020-01-05,13907,飲食店,2601
2020-01-05,13907,百貨店,21904
2020-01-05,10763,通信販売,57121
2020-01-05,18104,航空会社,1089
2020-01-05,15044,飲食店,3364
2020-01-05,14678,ETC,8836
2020-01-05,11503,旅行代理店,4096
2020-01-05,11036,ETC,33489
2020-01-05,11036,宿泊施設,24649
2020-01-05,10770,飲食店,56644
2020-01-05,10770,百貨店,87616
2020-01-05,10987,ETC,56644
2020-01-05,10263,百貨店,88804
2020-01-05,17595,飲食店,47089
2020-01-05,11261,ETC,11664
2020-01-05,11261,宿泊施設,37249
2020-01-05,15933,百貨店,91809
2020-01-05,10460,飲食店,46656
2020-01-05,10460,百貨店,66049
2020-01-05,14655,ETC,16900
2020-01-05,14655,宿泊施設,1849
2020-01-05,15436,百貨店,35721
2020-01-05,13731,ETC,1225
2020-01-05,13731,宿泊施設,10609
2020-01-05,16800,航空会社,61009
2020-01-05,16141,通信販売,25281
2020-01-05,17208,飲食店,66049
2020-01-05,11421,航空会社,17956
2020-01-05,12418,航空会社,55225
2020-01-05,13734,航空会社,94249
2020-01-05,13632,ETC,3600
2020-01-05,13632,宿泊施設,84681
2020-01-05,14484,飲食店,10201
2020-01-05,14484,百貨店,40401
2020-01-05,17342,百貨店,45369
2020-01-05,13330,百貨店,58081
2020-01-05,14765,通信販売,40804
2020-01-06,10058,飲食店,45369
2020-01-06,10058,百貨店,55225
2020-01-06,10134,宿泊施設,27556
2020-01-06,13984,旅行代理店,6400
2020-01-06,18948,ETC,101761
2020-01-06,18948,宿泊施設,97969
2020-01-06,14435,航空会社,57121
2020-01-06,11831,通信販売,92416
2020-01-06,10569,旅行代理店,16900
2020-01-06,17346,百貨店,103041
2020-01-06,13090,飲食店,66564
2020-01-06,13090,百貨店,48841
2020-01-06,15199,通信販売,8281
2020-01-06,15953,百貨店,82944
2020-01-06,12379,宿泊施設,14884
2020-01-06,11234,航空会社,11881
2020-01-06,12300,飲食店,108241
2020-01-06,13531,ETC,97969
2020-01-06,12081,航空会社,94864
2020-01-06,16531,ETC,37249
2020-01-06,16531,宿泊施設,26569
2020-01-06,12301,旅行代理店,58564
2020-01-06,14954,航空会社,39204
2020-01-06,13427,航空会社,41616
2020-01-06,17491,飲食店,17424
2020-01-06,11878,飲食店,2401
2020-01-06,11878,百貨店,24336
2020-01-06,14320,宿泊施設,36481
2020-01-06,14594,百貨店,9604
2020-01-06,18633,ETC,77284
2020-01-06,18633,宿泊施設,49729
2020-01-06,13210,飲食店,38809
2020-01-06,10038,飲食店,28900
2020-01-06,10038,百貨店,106929
2020-01-06,17886,宿泊施設,24649
2020-01-06,10746,飲食店,30625
2020-01-06,10746,百貨店,39601
2020-01-06,18637,ETC,6084
2020-01-06,18637,宿泊施設,58564
2020-01-06,10453,航空会社,38025
2020-01-06,11006,旅行代理店,20449
2020-01-06,14282,宿泊施設,12544
2020-01-06,11277,ETC,39204
2020-01-06,18185,旅行代理店,6889
2020-01-06,15749,旅行代理店,21609
2020-01-06,12397,航空会社,72361
2020-01-06,18002,飲食店,70756
2020-01-06,13389,百貨店,41616
2020-01-06,12368,通信販売,46656
2020-01-06,17909,百貨店,13456
2020-01-06,18085,旅行代理店,21609
2020-01-06,13390,百貨店,12544
2020-01-06,13562,ETC,28900
2020-01-06,13562,宿泊施設,87616
2020-01-06,14234,ETC,37636
2020-01-06,10048,旅行代理店,68121
2020-01-06,12496,飲食店,1225
2020-01-06,11303,航空会社,36864
2020-01-06,18364,ETC,106276
2020-01-06,18364,宿泊施設,51529
2020-01-06,16529,飲食店,36100
2020-01-06,16529,百貨店,5041
2020-01-06,12537,宿泊施設,54289
2020-01-06,13811,飲食店,84100
2020-01-06,13811,百貨店,5041
2020-01-06,11473,飲食店,35344
2020-01-06,11825,宿泊施設,35344
2020-01-06,14735,百貨店,45369
2020-01-06,16172,航空会社,66564
2020-01-06,16513,宿泊施設,28224
2020-01-06,13861,飲食店,19600
2020-01-06,16742,航空会社,17689
2020-01-06,11632,飲食店,11236
2020-01-06,10925,飲食店,1764
2020-01-06,10925,百貨店,39204
2020-01-06,10408,飲食店,93025
2020-01-06,10408,百貨店,30976
2020-01-06,11554,航空会社,18225
2020-01-06,16658,飲食店,15129
2020-01-06,13163,飲食店,37636
2020-01-06,13163,百貨店,10201
2020-01-06,10814,通信販売,69169
2020-01-06,10206,百貨店,16900
2020-01-06,14524,航空会社,88209
2020-01-06,12367,飲食店,40000
2020-01-06,11532,航空会社,23409
2020-01-06,12229,航空会社,5625
2020-01-06,14325,ETC,57600
2020-01-06,14325,宿泊施設,40804
2020-01-06,16190,航空会社,8464
2020-01-06,10266,航空会社,104329
2020-01-06,16256,飲食店,12321
2020-01-06,14213,航空会社,10404
2020-01-06,10177,百貨店,57121
2020-01-06,15982,通信販売,76729
2020-01-06,14181,ETC,1156
2020-01-06,14181,宿泊施設,31329
2020-01-06,15283,通信販売,38416
2020-01-06,11311,ETC,40804
2020-01-06,11311,宿泊施設,93025
2020-01-06,15747,宿泊施設,29584
2020-01-06,18949,ETC,14161
2020-01-06,13272,百貨店,98596
2020-01-06,12256,ETC,24025
2020-01-06,12256,宿泊施設,91204
2020-01-06,18746,飲食店,6889
2020-01-06,18746,百貨店,16384
2020-01-06,11801,航空会社,1521
2020-01-06,12079,飲食店,5625
2020-01-06,12079,百貨店,44100
2020-01-06,11145,通信販売,101761
2020-01-06,16504,旅行代理店,3249
2020-01-06,13706,飲食店,81225
2020-01-06,13706,百貨店,8464
2020-01-06,17342,旅行代理店,14884
2020-01-06,12034,百貨店,69696
2020-01-06,13580,宿泊施設,37249
2020-01-06,17436,宿泊施設,30976
2020-01-06,18800,飲食店,70756
2020-01-06,10384,宿泊施設,27556
2020-01-06,12232,ETC,33856
2020-01-06,12232,宿泊施設,17424
2020-01-06,15065,旅行代理店,50625
2020-01-06,14347,ETC,13689
2020-01-06,14347,宿泊施設,70756
2020-01-07,17166,航空会社,3364
2020-01-07,18968,航空会社,47961
2020-01-07,14447,百貨店,32761
2020-01-07,11737,百貨店,47089
2020-01-07,14768,飲食店,2916
2020-01-07,12821,宿泊施設,4624
